id,type,title,description,category,tags,thumbnail_url,download_url,external_url,content,is_active,created_at,slug,file_size,page_count,word_count,format,source_url,preview_image_url,sort_order
0d533f55-11c8-4cf3-9fa7-5a6febb88f5e,course,Automation & Systems,Automate your digital product business for hands-off income.,university,"{automation,systems,scaling}",https://entrepedia-products.com/app/book-cover-templates/Cover-15.jpeg,,,"{""level"": ""advanced"", ""lessons"": 16, ""modules"": [""Email Sequences"", ""Fulfillment"", ""Customer Support"", ""Analytics""], ""duration"": ""6 hours""}",f,2026-03-05 16:54:45.818965+00,automation-systems,,,,,,,0
612e5600-18b2-45d0-afb5-255a9c58c124,ebook,Weight Loss & Fitness Niche,Evergreen product ideas for the $72B fitness industry.,evergreen,"{health,fitness,niche}",https://entrepedia-products.com/app/book-cover-templates/Cover-20.jpeg,,,"{""pages"": 45, ""format"": ""PDF"", ""marketSize"": ""$72B""}",f,2026-03-05 16:54:45.818965+00,weight-loss-fitness-niche,,,,,,,0
e63887cc-6dcf-4f10-9519-1617b95b43da,ebook,Personal Finance Templates,Budget planners and financial trackers that sell year-round.,evergreen,"{finance,budget,templates}",https://entrepedia-products.com/app/book-cover-templates/Cover-21.jpeg,,,"{""pages"": 30, ""format"": ""PDF+XLSX"", ""marketSize"": ""$28B""}",f,2026-03-05 16:54:45.818965+00,personal-finance-templates,,,,,,,0
be419498-62a2-427c-8efb-f6922f24e47a,ebook,Relationship & Dating Guides,High-demand relationship advice products for all seasons.,evergreen,"{relationships,dating,guides}",https://entrepedia-products.com/app/book-cover-templates/Cover-22.jpeg,,,"{""pages"": 55, ""format"": ""PDF"", ""marketSize"": ""$3B""}",f,2026-03-05 16:54:45.818965+00,relationship-dating-guides,,,,,,,0
5068502c-1235-40e4-8059-49bd2b4e1856,ebook,Pet Care & Training,Digital products for the booming pet industry.,evergreen,"{pets,training,niche}",https://entrepedia-products.com/app/book-cover-templates/Cover-23.jpeg,,,"{""pages"": 40, ""format"": ""PDF"", ""marketSize"": ""$261B""}",f,2026-03-05 16:54:45.818965+00,pet-care-training,,,,,,,0
e1880d59-688b-4287-ae9a-218c75536dea,ebook,Passive Income Mastery,Learn 15 proven passive income streams for digital entrepreneurs.,master_library,"{income,passive,strategy}",https://entrepedia-products.com/app/book-cover-templates/Cover-2.jpeg,,,"{""level"": ""intermediate"", ""pages"": 95, ""format"": ""PDF""}",f,2026-03-05 16:54:45.818965+00,passive-income-mastery,,,,,,,0
ed8b857d-2e33-43cb-87d5-d4e7052a8fd6,template,Recipe & Meal Planning,Meal prep templates and recipe ebook frameworks.,evergreen,"{food,recipes,""meal prep""}",https://entrepedia-products.com/app/book-cover-templates/Cover-24.jpeg,,,"{""format"": ""PDF+Canva"", ""marketSize"": ""$11B""}",f,2026-03-05 16:54:45.818965+00,recipe-meal-planning,,,,,,,0
15920247-f78d-497a-865c-ef8b27941a0b,ebook,Parenting & Baby Products,New parent guides and baby milestone trackers.,evergreen,"{parenting,baby,family}",https://entrepedia-products.com/app/book-cover-templates/Cover-25.jpeg,,,"{""pages"": 60, ""format"": ""PDF"", ""marketSize"": ""$67B""}",f,2026-03-05 16:54:45.818965+00,parenting-baby-products,,,,,,,0
63d94e31-4218-421d-833f-1f7fa94c3e32,ebook,Self-Improvement & Mindset,"Journals, planners, and guides for personal growth.",evergreen,"{self-help,mindset,growth}",https://entrepedia-products.com/app/book-cover-templates/Cover-26.jpeg,,,"{""pages"": 50, ""format"": ""PDF"", ""marketSize"": ""$44B""}",f,2026-03-05 16:54:45.818965+00,self-improvement-mindset,,,,,,,0
30a6e55c-c2bc-435d-94fa-cd00cee81179,template,Resume & Career Templates,"Professional resume, cover letter, and LinkedIn templates.",evergreen,"{career,resume,templates}",https://entrepedia-products.com/app/book-cover-templates/Cover-27.jpeg,,,"{""format"": ""DOCX+PDF"", ""marketSize"": ""$4B""}",f,2026-03-05 16:54:45.818965+00,resume-career-templates,,,,,,,0
c0aead08-fdc4-4009-ab39-2269af6087c5,mockup,Ebook Mockup — Tablet View,3D tablet mockup for ebook covers.,mockups,"{ebook,tablet,3d}",https://entrepedia-products.com/app/book-cover-templates/Cover-30.jpeg,,,"{""format"": ""PSD+PNG"", ""dimensions"": ""2000x1500""}",f,2026-03-05 16:54:45.818965+00,ebook-mockup-tablet-view,,,,,,,0
af939762-5b60-4a6f-a3b6-258e320e9c1b,mockup,Course Bundle Mockup,Multi-device course bundle display mockup.,mockups,"{course,bundle,devices}",https://entrepedia-products.com/app/book-cover-templates/Cover-31.jpeg,,,"{""format"": ""PSD+PNG"", ""dimensions"": ""2500x1800""}",f,2026-03-05 16:54:45.818965+00,course-bundle-mockup,,,,,,,0
66645235-0b5b-496d-9944-dfb9b13f1b67,mockup,Workbook Spiral Mockup,Realistic spiral-bound workbook mockup.,mockups,"{workbook,spiral,print}",https://entrepedia-products.com/app/book-cover-templates/Cover-32.jpeg,,,"{""format"": ""PSD"", ""dimensions"": ""2000x2000""}",f,2026-03-05 16:54:45.818965+00,workbook-spiral-mockup,,,,,,,0
6392111a-b827-4715-b742-da1f98610c2b,mockup,Membership Site Mockup,Laptop screen mockup for membership sites.,mockups,"{membership,laptop,screen}",https://entrepedia-products.com/app/book-cover-templates/Cover-33.jpeg,,,"{""format"": ""PSD+PNG"", ""dimensions"": ""2400x1600""}",f,2026-03-05 16:54:45.818965+00,membership-site-mockup,,,,,,,0
6c65f6ce-0821-4ffd-b15c-f3d6ba51da6c,mockup,Social Media Post Mockup,Instagram and Facebook post display mockup.,mockups,"{social,instagram,facebook}",https://entrepedia-products.com/app/book-cover-templates/Cover-34.jpeg,,,"{""format"": ""PSD"", ""dimensions"": ""1080x1080""}",f,2026-03-05 16:54:45.818965+00,social-media-post-mockup,,,,,,,0
e1dc3b90-eb4e-431f-a126-c2c235219f5c,mockup,Product Box Mockup,3D software box mockup for digital products.,mockups,"{box,3d,software}",https://entrepedia-products.com/app/book-cover-templates/Cover-35.jpeg,,,"{""format"": ""PSD+PNG"", ""dimensions"": ""2000x2000""}",f,2026-03-05 16:54:45.818965+00,product-box-mockup,,,,,,,0
95938f05-c0cd-4cbb-aaa2-3b030575b3c7,mockup,Phone App Mockup,iPhone mockup for app and mobile product display.,mockups,"{phone,app,mobile}",https://entrepedia-products.com/app/book-cover-templates/Cover-36.jpeg,,,"{""format"": ""PSD"", ""dimensions"": ""1200x2400""}",f,2026-03-05 16:54:45.818965+00,phone-app-mockup,,,,,,,0
f42d74f6-9014-42bd-9a0a-4fc7f0944335,mockup,Planner & Journal Mockup,Flat-lay mockup for planners and journals.,mockups,"{planner,journal,flatlay}",https://entrepedia-products.com/app/book-cover-templates/Cover-37.jpeg,,,"{""format"": ""PSD+PNG"", ""dimensions"": ""2500x2500""}",f,2026-03-05 16:54:45.818965+00,planner-journal-mockup,,,,,,,0
618f7057-34e7-4d87-a9e7-944297bfed0f,mockup,Certificate Template Mockup,Professional certificate display mockup.,mockups,"{certificate,professional,display}",https://entrepedia-products.com/app/book-cover-templates/Cover-38.jpeg,,,"{""format"": ""PSD"", ""dimensions"": ""2000x1400""}",f,2026-03-05 16:54:45.818965+00,certificate-template-mockup,,,,,,,0
053c1a3f-41a0-442b-8f0d-5abd640d1fbf,mockup,Email Template Mockup,Email newsletter preview mockup in inbox view.,mockups,"{email,newsletter,inbox}",https://entrepedia-products.com/app/book-cover-templates/Cover-39.jpeg,,,"{""format"": ""PSD+PNG"", ""dimensions"": ""1600x1200""}",f,2026-03-05 16:54:45.818965+00,email-template-mockup,,,,,,,0
d27c209c-7e59-434a-b5d2-3e6376499671,mockup,Presentation Slides Mockup,Slide deck mockup for webinar/course content.,mockups,"{presentation,slides,webinar}",https://entrepedia-products.com/app/book-cover-templates/Cover-40.jpeg,,,"{""format"": ""PSD"", ""dimensions"": ""1920x1080""}",f,2026-03-05 16:54:45.818965+00,presentation-slides-mockup,,,,,,,0
b6ee0d96-b0cd-4539-9d0d-515e333f93b0,mockup,Multi-Device Mockup,"Desktop, tablet, and phone combo mockup.",mockups,"{multi-device,responsive,combo}",https://entrepedia-products.com/app/book-cover-templates/Cover-41.jpeg,,,"{""format"": ""PSD+PNG"", ""dimensions"": ""3000x2000""}",f,2026-03-05 16:54:45.818965+00,multi-device-mockup,,,,,,,0
bab80f2d-b5d1-4349-811c-828551051cb1,deal,Digital Product Starter Kit,Everything you need to launch your first digital product.,special_deals,"{starter,bundle,beginner}",https://entrepedia-products.com/app/book-cover-templates/Cover-50.jpeg,,,"{""discount"": 72, ""includes"": [""5 Templates"", ""2 Ebooks"", ""Video Course""], ""expiresIn"": ""3 days"", ""salePrice"": 27, ""originalPrice"": 97}",f,2026-03-05 16:54:45.818965+00,digital-product-starter-kit,,,,,,,0
67bdf5f5-0297-45b1-a2c2-dc942d8b44ca,deal,Canva Template Mega Pack,"500+ Canva templates for social media, ebooks, and courses.",special_deals,"{canva,templates,""mega pack""}",https://entrepedia-products.com/app/book-cover-templates/Cover-51.jpeg,,,"{""discount"": 76, ""includes"": [""500+ Templates"", ""Tutorial Videos"", ""Bonus Fonts""], ""expiresIn"": ""5 days"", ""salePrice"": 47, ""originalPrice"": 197}",f,2026-03-05 16:54:45.818965+00,canva-template-mega-pack,,,,,,,0
cf24c212-8546-4af7-a35b-0a8669140969,deal,Email Sequence Blueprint,Pre-written email sequences for 10 different niches.,special_deals,"{email,sequences,copy}",https://entrepedia-products.com/app/book-cover-templates/Cover-52.jpeg,,,"{""discount"": 75, ""includes"": [""10 Niche Sequences"", ""Swipe Files"", ""A/B Tests""], ""expiresIn"": ""2 days"", ""salePrice"": 37, ""originalPrice"": 147}",f,2026-03-05 16:54:45.818965+00,email-sequence-blueprint,,,,,,,0
39fe5df2-1c5d-43d1-95fa-daecad77d6bb,deal,PLR Content Library,"1000+ PLR articles, ebooks, and graphics with resale rights.",special_deals,"{plr,content,resale}",https://entrepedia-products.com/app/book-cover-templates/Cover-53.jpeg,,,"{""discount"": 77, ""includes"": [""1000+ Articles"", ""50 Ebooks"", ""200 Graphics""], ""expiresIn"": ""7 days"", ""salePrice"": 67, ""originalPrice"": 297}",f,2026-03-05 16:54:45.818965+00,plr-content-library,,,,,,,0
cfc26b34-25d5-4a12-a4e2-59a35873c652,deal,Sales Page Builder Kit,Drag-and-drop sales page templates with proven copy.,special_deals,"{""sales page"",copy,templates}",https://entrepedia-products.com/app/book-cover-templates/Cover-54.jpeg,,,"{""discount"": 73, ""includes"": [""15 Templates"", ""Copywriting Guide"", ""Video Walkthrough""], ""expiresIn"": ""4 days"", ""salePrice"": 34, ""originalPrice"": 127}",f,2026-03-05 16:54:45.818965+00,sales-page-builder-kit,,,,,,,0
8af6883b-e55e-4ab8-b736-6871fd24862b,deal,Printable Planner Bundle,365-day planner bundle with 50+ printable layouts.,special_deals,"{planner,printable,bundle}",https://entrepedia-products.com/app/book-cover-templates/Cover-55.jpeg,,,"{""discount"": 76, ""includes"": [""Daily Planners"", ""Weekly Planners"", ""Goal Trackers""], ""expiresIn"": ""6 days"", ""salePrice"": 19, ""originalPrice"": 79}",f,2026-03-05 16:54:45.818965+00,printable-planner-bundle,,,,,,,0
04fdbc25-717e-4c7a-bb03-557e7e586405,course,Email Marketing Fundamentals,Master email marketing from list building to automation sequences.,master_library,"{email,marketing,automation}",https://entrepedia-products.com/app/book-cover-templates/Cover-4.jpeg,,,"{""level"": ""beginner"", ""lessons"": 12, ""duration"": ""4 hours""}",f,2026-03-05 16:54:45.818965+00,email-marketing-fundamentals,,,,,,,0
fbd0eb2e-1fec-4cb0-9a56-5cc7347f021a,deal,Stock Photo Premium Pack,2000+ royalty-free stock photos for digital products.,special_deals,"{""stock photos"",royalty-free,premium}",https://entrepedia-products.com/app/book-cover-templates/Cover-56.jpeg,,,"{""discount"": 75, ""includes"": [""2000+ Photos"", ""Commercial License"", ""Bonus Mockups""], ""expiresIn"": ""3 days"", ""salePrice"": 49, ""originalPrice"": 199}",f,2026-03-05 16:54:45.818965+00,stock-photo-premium-pack,,,,,,,0
e8213325-00ec-4426-a69e-04b3dda9a845,deal,Notion Template Empire,100+ Notion templates for productivity and business.,special_deals,"{notion,templates,productivity}",https://entrepedia-products.com/app/book-cover-templates/Cover-57.jpeg,,,"{""discount"": 75, ""includes"": [""100+ Templates"", ""Video Setup Guide"", ""Updates for Life""], ""expiresIn"": ""5 days"", ""salePrice"": 22, ""originalPrice"": 87}",f,2026-03-05 16:54:45.818965+00,notion-template-empire,,,,,,,0
91503f52-0031-4dcf-998e-5551c1545612,tool,PDF Rebrander,"Upload, rebrand, and export PDFs with your branding.",tools,"{pdf,branding,export}",https://entrepedia-products.com/app/book-cover-templates/Cover-63.jpeg,,,"{""toolKey"": ""pdf_rebrander"", ""inputFields"": [""pdfFile"", ""logo"", ""ctaText""]}",t,2026-03-05 16:54:45.818965+00,pdf-rebrander,,,,,,,0
83472626-da68-4af3-9f88-09c9b876cb6a,tool,AI Book Title Generator,Generate catchy book titles from your description.,tools,"{ai,titles,books}",https://entrepedia-products.com/app/book-cover-templates/Cover-62.jpeg,,,"{""toolKey"": ""book_title_generator"", ""inputFields"": [""description"", ""genre"", ""length""]}",t,2026-03-05 16:54:45.818965+00,ai-book-title-generator,,,,,,,0
c07bb7e5-bf24-4ea8-b491-8add46ff8694,tool,AI Product Ideas Generator,Discover trending digital product ideas for any niche.,tools,"{ai,ideas,research}",https://entrepedia-products.com/app/book-cover-templates/Cover-61.jpeg,,,"{""toolKey"": ""product_ideas"", ""inputFields"": [""niche"", ""audience"", ""format""]}",t,2026-03-05 16:54:45.818965+00,ai-product-ideas-generator,,,,,,,0
8cc3ed1e-3175-4cc7-9159-e37cdfbb65b5,ebook,The Digital Product Blueprint,Complete guide to launching your first digital product from idea to sales.,master_library,"{guide,beginner,launch,Business}",https://entrepedia-products.com/app/book-cover-templates/Cover-1.jpeg,,,"{""level"": ""beginner"", ""pages"": 120, ""format"": ""PDF""}",f,2026-03-05 16:54:45.818965+00,the-digital-product-blueprint,,,,,,,0
23501a91-8042-43ce-8842-80aacebc6572,template,Product Launch Checklist,Step-by-step launch checklist used by 7-figure product creators.,master_library,"{launch,checklist,template}",https://entrepedia-products.com/app/book-cover-templates/Cover-6.jpeg,,,"{""steps"": 45, ""format"": ""PDF""}",f,2026-03-05 16:54:45.818965+00,product-launch-checklist,,,,,,,0
471b2622-ad9a-4bea-b431-5977133c710b,ebook,The Advertising Funnel Blueprint Strategies,,master_library,"{advertising,funnels,marketing,Marketing,Business}",https://entrepedia-products.com/covers/1753707817705-ad-funnel-blueprint-cover.png,,,{},t,2026-03-05 23:25:17.237921+00,the-advertising-funnel-blueprint-strategies,,,,,,,0
c2d390f8-267a-4b8c-adec-1c3ba44b37b8,ebook,Prioritize Your Life,,master_library,"{productivity,priorities,self-help,""Productivity Guides""}",https://entrepedia-products.com/covers/1757418521707-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,prioritize-your-life,,,,,,,0
b1aa0b8d-0d8c-43f5-8550-8769ec36bbef,ebook,Buy Back Your Time,,master_library,"{""time management"",productivity,business,""Productivity Guides""}",https://entrepedia-products.com/covers/1761572285390-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,buy-back-your-time,,,,,,,0
d2bdc1c1-8c6d-49f0-9221-d56a3dbf9990,ebook,Mindfulness at Work,,master_library,"{mindfulness,work,wellness,""Productivity Guides""}",https://entrepedia-products.com/covers/1760359111894-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,mindfulness-at-work,,,,,,,0
05c4afe7-7b55-4a5d-8dba-103cab8cfb0c,ebook,Digital Detox for Founders,,master_library,"{""digital detox"",founders,wellness,""Productivity Guides""}",https://entrepedia-products.com/covers/1767881607041-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,digital-detox-for-founders,,,,,,,0
09305b85-ff85-4d97-9369-e318d92e1117,ebook,Atomic Execution,,master_library,"{execution,productivity,business,""Productivity Guides""}",https://entrepedia-products.com/covers/1755071343800-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,atomic-execution,,,,,,,0
b5a27e74-b725-48c3-a3ba-98705e40a200,ebook,Self-Coaching Mastery,,master_library,"{coaching,self-improvement,mastery,""Productivity Guides""}",https://entrepedia-products.com/covers/1762245316686-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,self-coaching-mastery,,,,,,,0
43629918-a977-4d6b-967f-3fdba02c48a1,ebook,Merch That Sticks,,master_library,"{merch,branding,ecommerce,Marketing}",https://entrepedia-products.com/covers/1760962519464-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,merch-that-sticks,,,,,,,0
2c196bb2-e98e-4cf8-866c-6a452c1accd1,ebook,Writing Content That Sells Without Sounding Salesy,,master_library,"{""content marketing"",copywriting,sales,""Content Creation"",Marketing}",https://entrepedia-products.com/covers/1757943949361-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,writing-content-that-sells-without-sounding-salesy,,,,,,,0
e63c053e-0001-4ff9-9bd6-d62f29f2e238,ebook,The Beginner's Guide to Content Marketing,,master_library,"{""content marketing"",beginner,marketing,""Content Creation"",Marketing}",https://entrepedia-products.com/covers/1765827711135-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,the-beginners-guide-to-content-marketing,,,,,,,0
5b2f8182-0018-4ed0-95cc-114875004203,ebook,Monetize Your Micro-Audience,,master_library,"{monetization,audience,""creator economy"",Marketing}",https://entrepedia-products.com/covers/1764001408947-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,monetize-your-micro-audience,,,,,,,0
6083c3c9-547c-4246-90a6-5fe463e3657b,ebook,The Power of TikTok Shop,,master_library,"{TikTok,ecommerce,""social commerce"",Marketing}",https://entrepedia-products.com/covers/1758560959153-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,the-power-of-tiktok-shop,,,,,,,0
39bced85-49d0-4043-983e-f9446dcca1cd,ebook,Monetizing Attention Without Selling Your Soul,,master_library,"{monetization,attention,ethics,Marketing}",https://entrepedia-products.com/covers/1768986968170-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,monetizing-attention-without-selling-your-soul,,,,,,,0
f29d922d-07bb-425d-ac60-f1e52712d72a,ebook,High-Converting Landing Page Frameworks,,master_library,"{""landing pages"",conversion,marketing,Marketing}",https://entrepedia-products.com/covers/1756212836867-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,high-converting-landing-page-frameworks,,,,,,,0
f7b72569-fe13-475e-ab63-ba5b85499781,ebook,The Psychology of Closing,,master_library,"{sales,psychology,closing,Marketing}",https://entrepedia-products.com/covers/1769609972240-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,the-psychology-of-closing,,,,,,,0
b15396b3-ddb7-4b1d-ac90-dfa39b7502eb,ebook,Content Marketing on Steroids,,master_library,"{""content marketing"",growth,advanced,""Content Creation"",Marketing}",https://entrepedia-products.com/covers/1765120694262-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,content-marketing-on-steroids,,,,,,,0
66c87e97-5fae-4ea4-8146-8c055c8e684f,ebook,How to Franchise Your Business,,master_library,"{business,franchise,growth,Business}",https://entrepedia-products.com/covers/1755589595128-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,how-to-franchise-your-business,,,,,,,0
074ca92a-b7f0-4137-98f9-db1c4052f9b9,ebook,The Neuroscience of Peak Productivity,,master_library,"{productivity,neuroscience,performance,""Productivity Guides""}",https://entrepedia-products.com/covers/1768932212304-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,the-neuroscience-of-peak-productivity,,,,,,,0
57dadd09-bb00-4825-a990-113ea83b3a38,ebook,AI Profit Mastery for Small Business,,master_library,"{AI,""small business"",profit,""Artificial Intelligence"",Business}",https://entrepedia-products.com/covers/1763388726112-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,ai-profit-mastery-for-small-business,,,,,,,0
cbe47f16-3d87-4b10-9936-329f1ff2a0a3,ebook,Phishing Exposed,,master_library,"{cybersecurity,""online safety""}",https://entrepedia-products.com/covers/1755078590685-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,phishing-exposed,,,,,,,0
83babe51-784d-466c-8939-3623ac7162cc,ebook,Confidence That Shows Before You Speak,,master_library,"{confidence,communication,self-improvement}",https://entrepedia-products.com/covers/1759137036394-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,confidence-that-shows-before-you-speak,,,,,,,0
ff1e8662-9615-4bbe-9842-230c55af014b,ebook,Attract Love,,master_library,"{relationships,self-help,love}",https://entrepedia-products.com/covers/1772629894364-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,attract-love,,,,,,,0
c354bcf5-e14a-40bc-b719-fdac770a0505,ebook,The Safety Culture Shift That Transforms Teams,,master_library,"{safety,culture,leadership}",https://entrepedia-products.com/covers/1759756744160-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,the-safety-culture-shift-that-transforms-teams,,,,,,,0
b15966af-62c7-4878-8a15-aaab8e0f3869,ebook,Protect Your Digital Life,,master_library,"{security,digital,privacy}",https://entrepedia-products.com/covers/1753709191573-protect-your-digital-life-cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,protect-your-digital-life,,,,,,,0
73dbb4af-a594-4547-8c0c-77399b806756,ebook,The Power of Dark Femininity,,master_library,"{femininity,empowerment,self-help}",https://entrepedia-products.com/covers/1763378343976-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,the-power-of-dark-femininity,,,,,,,0
ca75f9ae-b82c-4bfe-adf6-eb174fce12bd,ebook,Turn Your Expertise Into $5K Workshop Days,,master_library,"{workshops,expertise,monetization}",https://entrepedia-products.com/covers/1759749608024-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,turn-your-expertise-into-5k-workshop-days,,,,,,,0
0e77dee3-3a92-4ef7-a214-50a242a690e8,ebook,Humanize Your AI Copy,,master_library,"{AI,copywriting,content,""Artificial Intelligence"",""Content Creation""}",https://entrepedia-products.com/covers/1772201302844-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,humanize-your-ai-copy,,,,,,,0
a404ab06-c47b-4117-a218-490a71fda7d1,ebook,How to Build a Consistent Visual Identity,,master_library,"{branding,""visual identity"",design,""Content Creation""}",https://entrepedia-products.com/covers/1771393353880-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,how-to-build-a-consistent-visual-identity,,,,,,,0
f0549676-e15c-4dba-b011-29765467e196,ebook,The Brand Evolution System for Modern Creators,,master_library,"{branding,creators,strategy,""Content Creation""}",https://entrepedia-products.com/covers/1768241246342-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,the-brand-evolution-system-for-modern-creators,,,,,,,0
49152390-1fbd-4e2f-a823-4ebef483f7d0,ebook,Deal-Breaking Case Studies Creation,,master_library,"{""case studies"",sales,marketing,""Content Creation""}",https://entrepedia-products.com/covers/1756191878174-Book-Cover.jpg,,,{},t,2026-03-05 23:25:17.237921+00,deal-breaking-case-studies-creation,,,,,,,0
